year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
1975,698,OMA,0,0,0,0,0,0,0,0,0,0,0,420500,0,420500,0,0,0,0,841000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841000,841000,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,234,9,28,Low,1.1,2
1980,698,OMA,620,790,150,1300,6460,9320,0,0,0,0,0,422750,0,668250,0,0,0,0,1091000,0,0,0,0,0,2600,0,0,420,0,0,0,0,0,2400,24260,1105740,1130000,0.0005,0.0007,0.0001,0.0012,0.0057,0.0082,0,0,0,0,0,0.3741,0,0.5914,0,0,0,0,0.9655,0,0,0,0,0,0.0023,0,0,0.0004,0,0,0,0,0,0.0021,0.0215,0.9785,1,0,24,2,5,High,1.1,13
1985,698,OMA,781,996,189,1639,8146,11751,0,0,0,0,0,438500,0,899500,0,0,0,0,1338000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75249,1349751,1425000,0.0005,0.0007,0.0001,0.0012,0.0057,0.0082,0,0,0,0,0,0.3077,0,0.6312,0,0,0,0,0.9389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528,0.9472,0.9999,0,234,2,10,Medium,1.1,13
1990,698,OMA,3300,35000,10000,2400,42700,93400,0,0,0,0,0,615438,0,1095087,0,0,0,0,1710525,0,0,13000,13000,0,90000,11000,0,5500,0,0,0,0,120,3800,72655,1927345,2000000,0.0017,0.0175,0.005,0.0012,0.0214,0.0467,0,0,0,0,0,0.3077,0,0.5475,0,0,0,0,0.8553,0,0,0.0065,0.0065,0,0.045,0.0055,0,0.0028,0,0,0,0,0.0001,0.0019,0.0363,0.9637,1.0001,0,24,9,24,Medium,1.1,2
1995,698,OMA,4500,40000,10000,0,52000,106500,0,0,0,0,0,690000,220000,1229556,0,0,0,0,2139556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153944,2246056,2400000,0.0019,0.0167,0.0042,0,0.0217,0.0444,0,0,0,0,0,0.2875,0.0917,0.5123,0,0,0,0,0.8915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641,0.9359,1,0,24,5,24,Medium,1.1,205
2000,698,OMA,5200,40900,15200,0,10200,71500,0,0,0,0,0,766592,250000,1360367,0,0,0,0,2376959,0,0,5400,5400,0,65252,15420,0,0,0,0,0,0,0,0,18769,2534531,2553300,0.002,0.016,0.006,0,0.004,0.028,0,0,0,0,0,0.3002,0.0979,0.5328,0,0,0,0,0.9309,0,0,0.0021,0.0021,0,0.0256,0.006,0,0,0,0,0,0,0,0,0.0074,0.9926,1,0,234,2,10,Medium,1.1,83
2005,698,OMA,6500,44500,20500,0,12000,83500,0,0,0,0,0,766936,230000,1415383,0,0,0,0,2412319,0,0,5140,5140,0,75084,17500,0,0,0,0,0,0,0,0,6457,2593543,2600000,0.0025,0.0171,0.0079,0,0.0046,0.0321,0,0,0,0,0,0.295,0.0885,0.5444,0,0,0,0,0.9278,0,0,0.002,0.002,0,0.0289,0.0067,0,0,0,0,0,0,0,0,0.0025,0.9975,1,0,24,4,5,High,1.1,83
2010,698,OMA,6900,49399,25300,0,17900,99499,0,0,0,0,0,862000,210000,1606195,0,0,0,0,2678195,0,0,8900,8900,0,78000,19000,0,0,0,0,0,0,0,0,96360,2883594,2979954,0.0023,0.0166,0.0085,0,0.006,0.0334,0,0,0,0,0,0.2893,0.0705,0.539,0,0,0,0,0.8987,0,0,0.003,0.003,0,0.0262,0.0064,0,0,0,0,0,0,0,0,0.0323,0.9677,1,0,24,5,20,Medium,1.1,1
1945,700,AFG,77,133,0,0,0,210,0,0,0,642,642,7451998,940000,0,0,0,0,0,8391998,0,0,1926,1926,2592,3304,2175,0,0,0,0,0,0,22946,347,22860,8426140,8449000,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.882,0.1113,0,0,0,0,0,0.9933,0,0,0.0002,0.0002,0.0003,0.0004,0.0003,0,0,0,0,0,0,0.0027,0,0.0027,0.9973,1,0,134,5,10,Medium,1.1,15
1950,700,AFG,219,330,0,0,1,550,0,0,0,549,549,7987175,923000,0,0,0,0,0,8910175,0,0,2195,2195,2750,8018,2195,0,0,0,0,0,0,15947,0,15621,8942379,8958000,0,0,0,0,0,0.0001,0,0,0,0.0001,0.0001,0.8916,0.103,0,0,0,0,0,0.9947,0,0,0.0002,0.0002,0.0003,0.0009,0.0002,0,0,0,0,0,0,0.0018,0,0.0017,0.9983,1,0,13,4,10,Medium,1.1,7
1955,700,AFG,621,816,0,29,952,2418,0,0,0,469,469,8658503,1000000,0,0,0,0,0,9658503,0,0,2501,2501,2917,16736,2215,0,114,0,0,0,0,16308,0,31819,9702181,9734000,0.0001,0.0001,0,0,0.0001,0.0002,0,0,0,0,0,0.8895,0.1027,0,0,0,0,0,0.9922,0,0,0.0003,0.0003,0.0003,0.0017,0.0002,0,0,0,0,0,0,0.0017,0,0.0033,0.9967,0.9999,0,134,5,10,Medium,1.1,15
1960,700,AFG,1022,1303,0,57,1903,4285,0,0,0,389,389,9537389,1000000,0,0,0,0,0,10537389,0,0,2807,2807,3085,62453,2235,0,228,0,0,0,0,16668,1187,144274,10630726,10775000,0.0001,0.0001,0,0,0.0002,0.0004,0,0,0,0,0,0.8851,0.0928,0,0,0,0,0,0.9779,0,0,0.0003,0.0003,0.0003,0.0058,0.0002,0,0,0,0,0,0,0.0015,0.0001,0.0134,0.9866,0.9999,0,34,10,28,Low,1.1,12
1965,700,AFG,1424,1789,0,86,2854,6153,0,0,0,308,308,10805320,1020000,0,0,0,0,0,11825320,0,0,3113,3113,3252,88171,2255,0,341,0,0,0,0,14029,1506,126552,11944448,12071000,0.0001,0.0001,0,0,0.0002,0.0005,0,0,0,0,0,0.8951,0.0845,0,0,0,0,0,0.9796,0,0,0.0003,0.0003,0.0003,0.0073,0.0002,0,0,0,0,0,0,0.0012,0.0001,0.0105,0.9895,1,0,134,5,10,Medium,1.1,15
1970,700,AFG,1825,2275,0,114,3806,8020,0,0,0,228,228,11703860,1268900,0,0,0,0,504252,13477012,0,0,3419,3419,3419,113888,2275,0,455,0,0,0,0,11389,1825,1070,13621930,13623000,0.0001,0.0002,0,0,0.0003,0.0006,0,0,0,0,0,0.8591,0.0931,0,0,0,0,0.037,0.9893,0,0,0.0003,0.0003,0.0003,0.0084,0.0002,0,0,0,0,0,0,0.0008,0.0001,0.0001,0.9999,1.0001,0,23,4,10,Medium,1.1,7
1975,700,AFG,1894,2106,50,136,3579,7765,0,0,0,204,204,12002400,1557800,0,0,0,0,461340,14021540,0,0,3607,3607,50514,104166,2456,0,5216,0,0,0,0,9292,922680,250560,15127440,15378000,0.0001,0.0001,0,0,0.0002,0.0005,0,0,0,0,0,0.7805,0.1013,0,0,0,0,0.03,0.9118,0,0,0.0002,0.0002,0.0033,0.0068,0.0002,0,0.0003,0,0,0,0,0.0006,0.06,0.0163,0.9837,1,0,134,9,28,Low,1.1,2
1980,700,AFG,1963,1938,100,157,3352,7510,0,0,0,179,179,14618500,1903000,0,0,0,0,250000,16771500,0,0,2700,2700,37610,74444,2638,0,7978,0,0,0,0,7195,115787,272459,17027541,17300000,0.0001,0.0001,0,0,0.0002,0.0004,0,0,0,0,0,0.845,0.11,0,0,0,0,0.0145,0.9695,0,0,0.0002,0.0002,0.0022,0.0043,0.0002,0,0.0005,0,0,0,0,0.0004,0.0067,0.0157,0.9843,1.0001,0,134,5,20,Medium,1.1,1
1985,700,AFG,2031,1769,150,179,3126,7255,0,0,0,155,155,13113555,1707090,0,0,0,0,250000,15070645,0,0,2700,2700,104705,84722,2819,0,9739,0,0,0,0,5097,88000,143163,15375837,15519000,0.0001,0.0001,0,0,0.0002,0.0005,0,0,0,0,0,0.845,0.11,0,0,0,0,0.0161,0.9711,0,0,0.0002,0.0002,0.0067,0.0055,0.0002,0,0.0006,0,0,0,0,0.0003,0.0057,0.0092,0.9908,1,0,134,2,10,Medium,1.1,13
1990,700,AFG,2100,1600,200,200,2900,7000,0,0,0,130,130,13312130,1732940,0,0,0,0,250000,15295070,0,0,4169,4169,121800,75000,3000,0,12500,0,0,0,0,3000,102000,130331,15623669,15754000,0.0001,0.0001,0,0,0.0002,0.0004,0,0,0,0,0,0.845,0.11,0,0,0,0,0.0159,0.9709,0,0,0.0003,0.0003,0.0077,0.0048,0.0002,0,0.0008,0,0,0,0,0.0002,0.0065,0.0083,0.9917,1.0001,0,23,4,10,Medium,1.1,7
1995,700,AFG,2368,1317,167,125,2632,6609,0,0,0,66,66,16613545,2162710,0,0,0,0,250000,19026255,0,0,4357,4357,97888,46133,2965,0,15839,0,0,0,0,3045,104000,353843,19307157,19661000,0.0001,0.0001,0,0,0.0001,0.0003,0,0,0,0,0,0.845,0.11,0,0,0,0,0.0127,0.9677,0,0,0.0002,0.0002,0.005,0.0023,0.0002,0,0.0008,0,0,0,0,0.0002,0.0053,0.018,0.982,1,0,23,5,24,Medium,1.1,1
2000,700,AFG,2636,1034,134,50,2365,6219,0,0,0,0,0,19198400,2726400,0,0,0,0,237333,22162133,0,0,4544,4544,3976,47000,2931,0,12178,0,0,0,0,3090,125000,352929,22367071,22720000,0.0001,0,0,0,0.0001,0.0003,0,0,0,0,0,0.845,0.12,0,0,0,0,0.0104,0.9754,0,0,0.0002,0.0002,0.0002,0.0021,0.0001,0,0.0005,0,0,0,0,0.0001,0.0055,0.0155,0.9845,0.9999,0,24,4,10,Medium,1.1,83
2005,700,AFG,18500,902,90,41,5422,24955,0,0,0,0,0,21970000,3120000,0,0,0,0,407000,25497000,0,0,4012,4012,2810,8250,2312,0,10766,0,0,0,0,2742,135000,312153,25687847,26000000,0.0007,0,0,0,0.0002,0.001,0,0,0,0,0,0.845,0.12,0,0,0,0,0.0157,0.9807,0,0,0.0002,0.0002,0.0001,0.0003,0.0001,0,0.0004,0,0,0,0,0.0001,0.0052,0.012,0.988,1.0001,0,24,4,10,Medium,1.1,83
2010,700,AFG,6000,156,70,39,1022,7287,0,0,0,0,0,21600000,5130000,0,0,0,0,150000,26880000,0,0,2500,2500,2000,8000,2000,0,3000,0,0,0,0,3316,55000,36897,26963103,27000000,0.0002,0,0,0,0,0.0003,0,0,0,0,0,0.8,0.19,0,0,0,0,0.0056,0.9956,0,0,0.0001,0.0001,0.0001,0.0003,0.0001,0,0.0001,0,0,0,0,0.0001,0.002,0.0014,0.9986,1.0001,0,24,4,10,Medium,1.1,83
1995,701,TKM,0,0,405810,0,0,405810,0,0,0,0,0,4013010,0,0,0,0,0,0,4013010,0,0,580,580,0,0,0,0,880,0,0,0,0,0,45090,43630,4465370,4509000,0,0,0.09,0,0,0.09,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097,0.9903,1,0,24,5,18,Medium,1.1,83
2000,701,TKM,0,0,401310,0,0,401310,0,0,0,0,0,3968510,0,0,0,0,0,0,3968510,0,0,573,573,0,0,0,0,870,0,0,0,0,0,44590,43147,4415853,4459000,0,0,0.09,0,0,0.09,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097,0.9903,1,0,1,4,7,High,1.1,83
2005,701,TKM,0,0,474120,0,0,474120,0,0,0,0,0,4688520,0,0,0,0,0,0,4688520,0,0,677,677,0,0,0,0,1028,0,0,0,0,0,52680,50975,5217025,5268000,0,0,0.09,0,0,0.09,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0097,0.9903,1,0,1,4,7,High,1.1,83
2010,701,TKM,0,0,505440,0,0,505440,0,0,0,700,700,4998243,0,0,0,0,0,0,4998243,0,0,722,722,0,0,0,0,1096,0,0,0,0,0,56160,53643,5562361,5616004,0,0,0.09,0,0,0.09,0,0,0,0.0001,0.0001,0.89,0,0,0,0,0,0,0.89,0,0,0.0001,0.0001,0,0,0,0,0.0002,0,0,0,0,0,0.01,0.0096,0.9904,1,0,1,4,7,High,1.1,83
1995,702,TAJ,10875,5000,89500,0,15625,121000,0,0,0,8800,8800,4668800,291800,0,0,0,0,0,4960600,0,0,3700,3700,7000,0,0,0,700,0,0,0,0,5500,725000,3700,5832300,5836000,0.0019,0.0009,0.0153,0,0.0027,0.0207,0,0,0,0.0015,0.0015,0.8,0.05,0,0,0,0,0,0.85,0,0,0.0006,0.0006,0.0012,0,0,0,0.0001,0,0,0,0,0.0009,0.1242,0.0006,0.9994,0.9998,0,24,5,18,Medium,1.1,1
2000,702,TAJ,0,0,185640,0,0,185640,0,0,0,2000,2000,5569200,309400,0,0,0,0,0,5878600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61880,59880,6128120,6188000,0,0,0.03,0,0,0.03,0,0,0,0.0003,0.0003,0.9,0.05,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0097,0.9903,1,0,1,5,18,Medium,1.1,83
2005,702,TAJ,0,0,205500,0,0,205500,0,0,0,2000,2000,6165000,342500,0,0,0,0,0,6507500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68500,66500,6783500,6850000,0,0,0.03,0,0,0.03,0,0,0,0.0003,0.0003,0.9,0.05,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0097,0.9903,1,0,1,5,18,Medium,1.1,83
2010,702,TAJ,0,0,150000,0,0,150000,0,0,0,2000,2000,6320980,371822,0,0,0,0,0,6692802,0,0,5600,5600,0,0,0,0,4500,0,0,0,0,0,185911,395635,7040813,7436448,0,0,0.0202,0,0,0.0202,0,0,0,0.0003,0.0003,0.85,0.05,0,0,0,0,0,0.9,0,0,0.0008,0.0008,0,0,0,0,0.0006,0,0,0,0,0,0.025,0.0532,0.9468,1.0001,0,1,5,18,Medium,1.1,83
1995,703,KYR,35050,1500,384450,0,68000,489000,0,0,0,5400,5400,3263300,0,0,0,0,0,0,3263300,0,0,18500,18500,900,0,0,0,596,0,0,0,0,17900,609060,109344,4404656,4514000,0.0078,0.0003,0.0852,0,0.0151,0.1083,0,0,0,0.0012,0.0012,0.7229,0,0,0,0,0,0.7229,0.7229,0,0,0.0041,0.0041,0.0002,0,0,0,0.0001,0,0,0,0,0.004,0.1349,0.0242,0.9758,0.9999,0,134,4,10,Medium,1.1,7
2000,703,KYR,0,0,798830,0,20000,818830,0,0,0,500,500,3759200,1000,0,0,0,0,0,3760200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93980,25490,4673510,4699000,0,0,0.17,0,0.0043,0.1743,0,0,0,0.0001,0.0001,0.8,0.0002,0,0,0,0,0,0.8002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0054,0.9946,1,0,24,5,10,Medium,1.1,83
2005,703,KYR,0,0,565840,0,154320,720160,0,0,0,500,500,4115200,1094,0,0,0,0,0,4116294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102880,204166,4939834,5144000,0,0,0.11,0,0.03,0.14,0,0,0,0.0001,0.0001,0.8,0.0002,0,0,0,0,0,0.8002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0397,0.9603,1,0,24,5,10,Medium,1.1,83
2010,703,KYR,11000,0,429229,0,100000,540229,0,0,0,500,500,4131336,1200,0,0,0,0,0,4132536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268268,423839,4941533,5365372,0.0021,0,0.08,0,0.0186,0.1007,0,0,0,0.0001,0.0001,0.77,0.0002,0,0,0,0,0,0.7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.079,0.921,1,0,24,5,10,Medium,1.1,83
1995,704,UZB,0,0,2269000,0,0,2269000,0,0,0,57000,57000,19286500,680700,0,0,0,0,0,19967200,0,0,0,0,0,0,0,0,0,0,0,0,367,0,204210,192223,22497777,22690000,0,0,0.1,0,0,0.1,0,0,0,0.0025,0.0025,0.85,0.03,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.0085,0.9915,1,0,24,5,10,Medium,1.1,83
2000,704,UZB,0,0,2431800,0,180000,2611800,0,0,0,30000,30000,20670300,729540,0,0,0,0,0,21399840,0,0,0,0,912,649,0,0,708,0,0,0,401,0,165119,108571,24209429,24318000,0,0,0.1,0,0.0074,0.1074,0,0,0,0.0012,0.0012,0.85,0.03,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068,0.0045,0.9955,0.9999,0,24,5,10,Medium,1.1,83
2005,704,UZB,0,0,1308350,0,240000,1548350,0,0,0,10000,10000,23550300,261670,0,0,0,0,0,23811970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654175,142505,26024495,26167000,0,0,0.05,0,0.0092,0.0592,0,0,0,0.0004,0.0004,0.9,0.01,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.0054,0.9946,1,0,24,5,10,Medium,1.1,83
2010,704,UZB,0,0,1126422,0,281605,1408027,0,0,0,4200,4200,25907724,281605,0,0,0,0,0,26189329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504000,55014,28105556,28160570,0,0,0.04,0,0.01,0.05,0,0,0,0.0001,0.0001,0.92,0.01,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179,0.002,0.998,1,0,24,5,10,Medium,1.1,83
1995,705,KZK,66830,208505,4047359,0,204108,4526802,0,0,0,14400,14400,7300000,251000,0,0,0,0,0,7551000,0,0,17200,17200,3000,0,866,0,3367,0,0,0,966,28800,3855840,63759,16002241,16066000,0.0042,0.013,0.2519,0,0.0127,0.2818,0,0,0,0.0009,0.0009,0.4544,0.0156,0,0,0,0,0,0.47,0,0,0.0011,0.0011,0.0002,0,0.0001,0,0.0002,0,0,0,0.0001,0.0018,0.24,0.004,0.996,1.0002,0,123,5,20,Medium,1.1,1
2000,705,KZK,0,100000,3970200,0,0,4070200,0,0,0,5500,5500,6912320,307020,0,0,0,100000,250000,7569340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542440,35520,16187480,16223000,0,0.0062,0.2447,0,0,0.2509,0,0,0,0.0003,0.0003,0.4261,0.0189,0,0,0,0.0062,0.0154,0.4666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.0022,0.9978,1,0,24,5,20,Medium,1.1,83
2005,705,KZK,0,70000,4544100,0,0,4614100,0,0,0,4200,4200,7270560,386656,0,0,0,93367,0,7750583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700000,78117,15068883,15147000,0,0.0046,0.3,0,0,0.3046,0,0,0,0.0003,0.0003,0.48,0.0255,0,0,0,0.0062,0,0.5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1783,0.0052,0.9948,1.0001,0,24,5,20,Medium,1.1,83
2010,705,KZK,0,0,4731595,0,0,4731595,0,0,0,3300,3300,9189508,489475,0,0,0,0,0,9678983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880000,21970,16293878,16315848,0,0,0.29,0,0,0.29,0,0,0,0.0002,0.0002,0.5632,0.03,0,0,0,0,0,0.5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1152,0.0013,0.9987,0.9999,0,24,5,20,Medium,1.1,83
1945,710,CHN,246262,129525,5216,0,0,381003,0,0,0,936,936,0,0,0,0,0,0,27429300,27429300,0,0,48152000,48152000,118,9863,4544,0,152,120950,0,0,422411220,20570000,29429300,76614,548509386,548586000,0.0004,0.0002,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0.0878,0.0878,0,0,0,0,0,0.0002,0,0,0.77,0.0375,0.0536,0.0001,0.9999,0.9999,0,34,5,24,Medium,1.1,15
1950,710,CHN,415191,623359,5193,0,67483,1111226,0,0,0,932,932,0,0,0,0,0,0,10408381,10408381,0,0,51927524,51927524,104,10408,5193,0,208,136110,0,0,420034304,25963762,62235904,54968,571834056,571889024,0.0007,0.0011,0,0,0.0001,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.0182,0.0182,0,0,0.0908,0.0908,0,0,0,0,0,0.0002,0,0,0.7345,0.0454,0.1088,0.0001,0.9999,0.9999,0,1,4,7,Medium,1.1,7
1955,710,CHN,700000,3000000,5170,26,0,3705196,0,0,0,928,928,0,0,0,0,0,0,10865400,10865400,0,0,52714081,52714081,91,10983,5934,0,284,153169,0,0,371559884,29669358,140071150,248542,608756458,609005000,0.0011,0.0049,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0.0178,0.0178,0,0,0.0866,0.0866,0,0,0,0,0,0.0003,0,0,0.6101,0.0487,0.23,0.0004,0.9996,1,0,134,5,10,Medium,1.1,15
1960,710,CHN,725000,3000000,5147,51,248802,3979000,0,0,0,923,923,0,0,0,0,0,0,11322420,11322420,0,0,53500638,53500638,78,11559,6675,0,359,170228,0,0,305005000,33374953,249846947,273188,657218780,657491968,0.0011,0.0046,0,0,0.0004,0.0061,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0172,0,0,0.0814,0.0814,0,0,0,0,0,0.0003,0,0,0.4639,0.0508,0.38,0.0004,0.9996,1.0001,0,134,10,28,Low,1.1,12
1965,710,CHN,950000,3000000,5123,77,0,3955200,0,0,0,919,919,0,0,0,0,0,0,11779439,11779439,0,0,54287195,54287195,64,12134,7416,0,435,187287,0,0,337111044,37080549,269303578,15465716,713725260,729190976,0.0013,0.0041,0,0,0,0.0054,0,0,0,0,0,0,0,0,0,0,0,0.0162,0.0162,0,0,0.0744,0.0744,0,0,0,0,0,0.0003,0,0,0.4623,0.0509,0.3693,0.0212,0.9788,1,0,134,9,28,Low,1.1,2
1970,710,CHN,241726,407861,5100,102,213900,868689,0,0,0,914,914,0,0,0,0,0,0,12236458,12236458,0,0,55073752,55073752,51,12709,8157,0,510,204346,0,0,356136624,40786144,355264128,10082526,820592482,830675008,0.0003,0.0005,0,0,0.0003,0.001,0,0,0,0,0,0,0,0,0,0,0,0.0147,0.0147,0,0,0.0663,0.0663,0,0,0,0,0,0.0002,0,0,0.4287,0.0491,0.4277,0.0121,0.9879,0.9998,0,1,4,7,Medium,1.1,7
1975,710,CHN,2948188,2354167,5928,169,8107814,13416266,0,0,0,1188,1188,0,0,0,0,0,0,13497406,13497406,0,0,76276919,76276919,53,13465,9842,0,1364,907014,0,0,347980211,43178819,428850560,3674893,924133107,927808000,0.0032,0.0025,0,0,0.0087,0.0145,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.0145,0,0,0.0822,0.0822,0,0,0,0,0,0.001,0,0,0.3751,0.0465,0.4622,0.004,0.996,1,0,3,99,35,Low,1.1,99
1980,710,CHN,5654650,4300474,6756,236,16001727,25963843,0,0,0,1461,1461,0,0,0,0,0,0,14758355,14758355,0,0,97480085,97480085,55,14222,11528,0,2218,1609681,0,0,372823797,45571495,434404805,6235447,992641545,998876992,0.0057,0.0043,0,0,0.016,0.026,0,0,0,0,0,0,0,0,0,0,0,0.0148,0.0148,0,0,0.0976,0.0976,0,0,0,0,0,0.0016,0,0,0.3732,0.0456,0.4349,0.0062,0.9938,0.9999,0,34,4,10,Medium,1.1,7
1985,710,CHN,8361113,6246780,7584,303,23895641,38511421,0,0,0,1735,1735,0,0,0,0,0,0,16019303,16019303,0,0,118683252,118683252,57,14978,13213,0,3072,2312349,0,0,408667384,47964170,435087488,2896554,1067278422,1070174976,0.0078,0.0058,0,0,0.0223,0.036,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0.1109,0.1109,0,0,0,0,0,0.0022,0,0,0.3819,0.0448,0.4066,0.0027,0.9973,1.0001,0,34,2,10,Medium,1.1,13
1990,710,CHN,11067575,8193086,8411,369,31789557,51058998,0,0,0,2008,2008,0,0,0,0,0,0,17280251,17280251,0,0,139886419,139886419,59,15734,14898,0,3926,3015016,0,60,443510971,50356845,444546380,5613395,1149691565,1155304960,0.0096,0.0071,0,0,0.0275,0.0442,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0.1211,0.1211,0,0,0,0,0,0.0026,0,0,0.3839,0.0436,0.3848,0.0049,0.9951,1.0001,0,34,4,10,Medium,1.1,7
1995,710,CHN,13774037,10139393,9239,436,39683470,63606575,0,0,0,2282,2282,0,0,0,0,0,0,18541200,18541200,0,0,161089585,161089585,61,16491,16584,0,4780,3717684,0,0,475354557,52749521,440100800,5023880,1215200120,1220224000,0.0113,0.0083,0,0,0.0325,0.0521,0,0,0,0,0,0,0,0,0,0,0,0.0152,0.0152,0,0,0.132,0.132,0,0,0,0,0,0.003,0,0,0.3896,0.0432,0.3607,0.0041,0.9959,0.9999,0,34,5,24,Medium,1.1,1
2000,710,CHN,48547204,10220464,10000,0,12775580,71553248,0,0,0,2500,2500,0,0,0,0,0,0,20000000,20000000,0,0,102204641,102204641,63,18000,25000,0,0,5200000,0,0,536574366,55000000,485472046,1508152,1276049864,1277558016,0.038,0.008,0,0,0.01,0.056,0,0,0,0,0,0,0,0,0,0,0,0.0157,0.0157,0,0,0.08,0.08,0,0,0,0,0,0.0041,0,0,0.42,0.0431,0.38,0.0012,0.9988,1.0001,0,24,5,24,Medium,1.1,83
2005,710,CHN,49541357,10429759,10000,0,15644639,75625755,0,0,0,2500,2500,0,0,0,0,0,0,32592998,32592998,0,0,164268711,164268711,0,18000,22000,0,0,4432647,0,0,547562373,52000000,423708979,3485973,1300233963,1303719936,0.038,0.008,0,0,0.012,0.058,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0.126,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027,0.9973,1,0,24,4,24,Medium,1.1,310
2010,710,CHN,51116622,10761394,10317,0,16142091,78030424,0,0,0,2579,2579,0,0,0,0,0,0,33629356,33629356,0,0,169491958,169491958,0,18572,22699,0,0,4573592,0,0,564973194,53653442,437181638,3596818,1341577454,1345174272,0.038,0.008,0,0,0.012,0.058,0,0,0,0,0,0,0,0,0,0,0,0.025,0.025,0,0,0.126,0.126,0,0,0,0,0,0.0034,0,0,0.42,0.0399,0.325,0.0027,0.9973,1,0,24,5,24,Medium,1.1,83
1945,712,MON,0,49,1682,0,0,1731,0,0,0,0,0,0,0,0,0,0,0,5579,5579,0,0,68354,68354,0,0,0,0,0,0,0,0,655,324469,344380,8832,745168,754000,0,0.0001,0.0022,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0.0074,0.0074,0,0,0.0907,0.0907,0,0,0,0,0,0,0,0,0.0009,0.4303,0.4567,0.0117,0.9883,1,0,3,99,35,Low,1.1,99
