year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
2000,POR,395000,7900000,17443,2775,122745,8437963,0,0,0,1773,1773,0,0,0,0,0,0,35000,35000,0,0,55300,55300,0,7000,395,0,1800,0,0,0,21500,0,342987,971282,8903718,9875000
2005,POR,240070,8340033,40649,2734,157155,8780641,0,0,0,2482,2482,0,0,0,0,0,0,62993,62993,0,0,57449,57449,0,6693,410,0,1890,0,0,0,10750,0,539444,1086248,9462752,10549000
2010,POR,85140,8780066,63855,2693,191565,9123319,0,0,0,3192,3192,0,0,0,0,0,0,90987,90987,0,0,59598,59598,0,6386,426,0,1980,0,0,0,0,0,735901,620716,10021789,10642505
1945,GMY,43951530,40363650,0,0,1793940,86109120,0,0,0,442400,442400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1793940,1351540,88345460,89697000
1990,GMY,31840000,28200000,645000,25000,1847600,62557600,0,0,0,47000,47000,0,0,0,0,0,0,2850000,2850000,0,0,75000,75000,0,45000,3000,0,12000,0,0,1900,5000,3000,13360000,442500,78959500,79402000
1995,GMY,28786300,27666300,1144700,26068,3294592,60917960,0,0,0,135319,135319,0,0,0,0,0,0,3258506,3258506,0,0,79843,79843,0,68954,13833,0,12166,0,0,1965,5114,3309,15365036,1798995,79862005,81661000
2000,GMY,27000000,27200000,1100000,27135,1000000,56327135,0,0,0,187500,187500,0,0,0,0,0,0,3000000,3000000,0,0,80000,80000,0,62500,62500,0,10000,0,0,0,0,0,21800000,690365,81529635,82220000
2005,GMY,26605000,26200000,1400000,28203,166000,54399203,0,0,0,189000,189000,2500000,225000,0,0,410000,0,365000,3500000,0,0,82000,82000,0,70000,22000,0,10000,0,0,0,0,0,19054252,5137545,77326455,82464000
2010,GMY,25300000,25700000,1356203,29003,5442786,57827992,0,0,0,119000,119000,2900000,280000,0,0,500000,0,320000,4000000,0,0,245000,245000,0,97500,25000,0,10000,0,0,0,0,0,18790764,583720,81115256,81698976
1955,GFR,26758004,23380526,0,0,0,50138530,0,0,0,17116,17116,0,0,0,0,0,0,285361,285361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047280,875713,51488287,52364000
1960,GFR,28021153,25494580,0,0,0,53515733,0,0,0,22169,22169,0,0,0,0,0,0,450000,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299884,135214,55287786,55423000
1965,GFR,29035506,28039680,0,0,0,57075186,0,0,0,41441,41441,0,0,0,0,0,0,709625,709625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180820,33928,59007072,59041000
1970,GFR,29749860,27078444,0,0,588712,57417016,0,0,0,60714,60714,0,0,0,0,0,0,969250,969250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1821420,445600,60268400,60714000
1975,GFR,29686560,27697001,0,0,752619,58136180,0,0,0,46507,46507,0,0,0,0,0,0,1228875,1228875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060910,374528,61472472,61847000
1980,GFR,28922860,27891000,0,0,831860,57645720,0,0,0,32300,32300,0,0,0,0,0,2000,1486500,1488500,0,0,5000,5000,0,0,0,0,11500,0,0,0,0,0,2300400,54580,61483420,61538000
1985,GFR,28459000,26692000,0,0,1401000,56552000,0,0,0,22432,22432,0,0,0,0,0,0,1463000,1463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2439000,498568,60476432,60975000
1990,GFR,28960000,27160000,0,0,1430000,57550000,0,0,0,15580,15580,0,0,0,0,0,0,1490000,1490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3795180,402240,62850760,63253000
1955,GDR,13221145,1900028,0,0,0,15121173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789269,1033558,16910442,17944000
1960,GDR,12351038,1899964,0,0,0,14251002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408179,581819,16659181,17241000
1965,GDR,11480931,1899900,0,0,0,13380831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027090,612079,16407921,17020000
1970,GDR,10610824,1730633,0,0,0,12341457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3646000,1070543,15987457,17058000
1975,GDR,9840717,1591367,0,0,0,11432084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4391450,1026466,15823534,16850000
1980,GDR,9590300,1392100,16000,0,0,10998400,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289313,448787,16288213,16737000
1985,GDR,8849410,1335760,230000,0,0,10415170,0,0,0,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6170751,57479,16586521,16644000
1945,POL,232958,21763800,725460,0,8861,22731079,0,0,0,250000,250000,0,0,0,0,0,0,624,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098788,101509,24080491,24182000
1950,POL,242592,22590000,748333,0,4196,23585121,0,0,0,150000,150000,0,0,0,0,0,0,499,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080193,8187,24815813,24824000
1955,POL,263996,24904810,606166,0,159589,25934561,0,0,0,50000,50000,0,0,0,0,0,0,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093650,202390,27078610,27281000
1960,POL,280000,27196120,413000,0,277210,28166330,0,0,0,45000,45000,0,0,0,0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086107,263263,29297737,29561000
1965,POL,210000,28976320,527000,0,394832,30108152,0,0,0,31000,31000,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078564,278084,31217916,31496000
1970,POL,215388,30346727,533426,0,412454,31507995,0,0,0,24667,24667,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,991022,2116,32523884,32526000
1975,POL,240775,31617133,555713,0,580075,32993696,0,0,0,18333,18333,0,0,0,0,0,0,590,590,0,0,0,0,0,0,0,0,188,0,0,0,0,0,1003479,5714,34016286,34022000
1980,POL,256163,33027540,578000,0,647000,34508703,0,0,0,12000,12000,0,0,0,0,0,0,1080,1080,0,0,0,0,0,0,0,0,275,0,0,0,0,0,1055936,6,35577994,35578000
1985,POL,311550,34043770,600000,0,994579,35949899,0,0,0,8470,8470,0,0,0,0,0,0,2790,2790,0,0,0,0,0,0,0,0,363,0,0,0,0,0,1048393,193085,37009915,37203000
1990,POL,336938,35000000,571600,0,1141462,37050000,0,0,0,4940,4940,0,0,0,0,0,0,4500,4500,0,0,900,900,0,0,0,0,450,0,0,0,0,0,1040850,17360,38101640,38119000
1995,POL,362325,35110641,543200,0,1277637,37293803,0,0,0,1410,1410,0,0,0,0,0,0,5303,5303,0,0,1458,1458,0,0,0,0,612,0,0,0,0,0,1252114,33300,38554700,38588000
2000,POL,116295,34810970,503945,0,1200000,36631210,0,0,0,1400,1400,0,0,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938250,191640,38573360,38765000
2005,POL,158000,33795400,504600,0,1500000,35958000,0,0,0,1400,1400,0,0,0,0,0,0,2700,2700,0,0,1984,1984,0,0,0,0,0,0,0,0,0,0,2098855,98061,38062939,38161000
2010,POL,145600,33507000,505200,0,381829,34539629,0,0,0,1600,1600,0,0,0,0,0,0,5100,5100,0,0,1500,1500,0,0,0,0,0,0,0,0,0,0,3054633,580458,37602462,38182920
1955,AUS,432246,6200823,0,0,11869,6644938,0,0,0,10918,10918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265011,26133,6920867,6947000
1960,AUS,437000,6273000,0,0,23738,6733738,0,0,0,10613,10613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266009,37640,7010360,7048000
1965,AUS,436260,6180350,0,0,290840,6907450,0,0,0,10307,10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290840,62403,7208597,7271000
1970,AUS,454740,6365945,52000,2001,254071,7128757,0,0,0,10001,10001,0,0,0,0,0,0,17995,17995,0,0,1001,1001,0,0,0,0,2001,0,0,0,0,0,305031,2214,7464786,7467000
1975,AUS,455160,6651540,60887,0,0,7167587,0,0,0,9500,9500,0,0,0,0,0,0,29497,29497,0,0,1010,1010,0,0,0,0,2060,0,0,0,0,0,356035,13311,7565689,7579000
1980,AUS,423162,6398192,0,0,0,6821354,0,0,0,7123,7123,0,0,0,0,0,0,76939,76939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452039,197883,7357455,7555338
1985,AUS,423000,6314632,68153,2520,219437,7027742,0,0,0,9000,9000,0,0,0,0,0,0,92185,92185,0,0,1260,1260,0,0,0,0,2310,0,0,0,0,0,443000,2503,7575497,7578000
1990,AUS,385378,6048122,0,0,0,6433500,0,0,0,7205,7205,0,0,0,0,0,0,157415,157415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666491,464389,7264611,7729000
1995,AUS,425275,6310000,77458,2658,181489,6996880,0,0,0,8687,8687,0,0,0,0,0,0,242116,242116,0,0,5717,5717,0,4198,675,0,2206,0,0,752,1787,0,700000,83982,7963018,8047000
2000,AUS,384488,6061499,0,0,0,6445987,0,0,0,8320,8320,0,0,0,0,0,0,346502,346502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984616,425575,7785425,8211000
2005,AUS,443937,5715476,41948,0,83897,6285258,0,0,0,8309,8309,0,0,0,0,0,0,372536,372536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139199,427698,7805302,8233000
2010,AUS,503386,5369453,83897,0,167795,6124531,0,0,0,8298,8298,0,0,0,0,0,0,398571,398571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293783,564588,7825183,8389771
1945,HUN,2346240,5535683,225289,0,0,8107212,0,0,0,153470,153470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724818,38500,8985500,9024000
1950,HUN,2428660,5730144,233203,0,0,8392007,0,0,0,134000,134000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750280,64713,9276287,9341000
1955,HUN,2474500,5990250,263000,0,0,8727750,0,0,0,117000,117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975535,4715,9820285,9825000
1960,HUN,2486934,5990400,288110,0,0,8765444,0,0,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058930,59626,9924374,9984000
1965,HUN,2489369,5997723,285998,0,0,8773090,0,0,0,95121,95121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211324,73465,10079535,10153000
1970,HUN,2491803,5932292,273887,0,0,8697982,0,0,0,90242,90242,0,0,0,0,0,0,2005,2005,0,0,301,301,0,0,0,0,100,0,0,0,0,0,1463719,82651,10254349,10337000
1975,HUN,2424202,5866862,261775,0,0,8552839,0,0,0,92682,92682,0,0,0,0,0,0,5618,5618,0,0,476,476,0,0,0,0,113,0,0,0,0,0,1621206,259066,10272934,10532000
1980,HUN,2356601,5801431,266267,0,0,8424299,0,0,0,95121,95121,0,0,0,0,0,0,9232,9232,0,0,651,651,0,0,0,0,125,0,0,0,0,0,1778693,398879,10308121,10707000
1985,HUN,2289000,5736000,270758,0,0,8295758,0,0,0,97561,97561,0,0,0,0,0,0,12845,12845,0,0,825,825,0,0,0,0,138,0,0,0,0,0,1936180,235693,10343307,10579000
1990,HUN,2187859,5590667,275250,0,0,8053776,0,0,0,100000,100000,0,0,0,0,0,0,16458,16458,0,0,1000,1000,0,0,0,0,150,0,0,0,0,0,2093666,99950,10265050,10365000
1995,HUN,2086717,5445333,279741,0,0,7811791,0,0,0,56435,56435,0,0,0,0,0,0,20072,20072,0,0,2206,2206,0,0,0,0,221,0,0,0,0,0,2251153,87122,10141878,10229000
2000,HUN,1953973,5205333,279709,0,23952,7462967,0,0,0,12666,12666,0,0,0,0,0,0,3150,3150,0,0,5139,5139,0,0,0,0,0,0,0,0,0,0,2059759,492319,9543681,10036000
2005,HUN,1876771,4941352,235932,0,11976,7066031,0,0,0,11815,11815,0,0,0,0,0,0,3825,3825,0,0,2569,2569,0,0,0,0,0,0,0,0,0,0,2374282,628478,9458522,10087000
2010,HUN,1799569,4677371,192155,0,0,6669095,0,0,0,10965,10965,0,0,0,0,0,0,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688805,526635,9373365,9900000
1945,CZE,1200000,9300000,93255,0,0,10593255,0,0,0,50000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505500,1245,14148755,14150000
1950,CZE,1047440,9000000,123890,0,0,10171330,0,0,0,41250,41250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130020,46400,12342600,12389000
1955,CZE,1095560,9020587,164588,0,0,10280735,0,0,0,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749530,30235,13062765,13093000
1960,CZE,1200000,9041173,205285,0,0,10446458,0,0,0,23750,23750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3140420,43372,13610628,13654000
1965,CZE,1245030,9061760,245983,0,0,10552773,0,0,0,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539750,51477,14107523,14159000
1970,CZE,1270060,9309820,286680,0,0,10866560,0,0,0,13375,13375,0,0,0,0,0,0,702,702,0,0,0,0,0,0,0,0,401,0,0,0,0,0,3440160,12802,14321198,14334000
1975,CZE,1418380,9517880,247340,0,0,11183600,0,0,0,11750,11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552480,54170,14747830,14802000
1980,CZE,1546700,9795940,208000,200,0,11550840,0,0,0,10125,10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674640,75395,15235605,15311000
1985,CZE,1082000,10174000,150000,0,0,11406000,0,0,0,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029740,54760,15444240,15499000
1990,CZE,690000,10280000,108173,0,0,11078173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4541690,41137,15619863,15661000
1995,CZR,286500,2738889,49875,1050,0,3076314,0,0,0,7210,7210,0,0,0,0,0,0,1050,1050,0,0,10746,10746,0,0,0,0,881,0,0,0,3290,0,6818460,413049,9917951,10331000
2000,CZR,318569,2744514,30684,201,4362,3098330,0,0,0,3900,3900,0,0,0,0,0,0,3699,3699,0,0,6826,6826,0,1062,0,0,0,0,0,0,0,0,6048221,1081962,9162038,10244000
2005,CZR,246712,2411185,15342,100,2181,2675520,0,0,0,5611,5611,0,0,0,0,0,0,2518,2518,0,0,3413,3413,0,531,0,0,0,0,0,0,0,0,7014110,532297,9701703,10234000
2010,CZR,174855,2077857,0,0,0,2252712,0,0,0,7322,7322,0,0,0,0,0,0,1338,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980000,293739,10241372,10535111
1995,SLO,440819,3241569,216731,0,0,3899119,0,0,0,927,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524315,939639,4424361,5364000
2000,SLO,535460,3713320,270572,0,0,4519352,0,0,0,2424,2424,0,0,0,0,0,0,517,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698286,166421,5220579,5387000
2005,SLO,504249,3539205,263979,0,0,4307433,0,0,0,2377,2377,0,0,0,0,0,0,514,514,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,713828,361776,5025224,5387000
2010,SLO,473787,3370291,257764,0,0,4101842,0,0,0,2445,2445,0,0,0,0,0,0,521,521,0,0,0,0,0,0,0,0,1072,0,0,0,0,0,730349,597914,4836229,5434143
1945,ITA,0,44080236,0,0,190000,44270236,0,0,0,47825,47825,0,0,0,0,0,0,1765,1765,0,0,928,928,0,0,0,0,3392,0,0,0,0,0,756467,9387,45080613,45090000
1950,ITA,0,45219840,0,0,204808,45424648,0,0,0,40651,40651,0,0,0,0,0,0,5087,5087,0,0,1116,1116,0,0,0,0,3556,0,0,0,0,0,1626501,2441,47101559,47104000
1955,ITA,0,45755720,0,0,197481,45953201,0,0,0,39826,39826,0,0,0,0,0,0,14661,14661,0,0,1342,1342,0,0,0,0,3727,0,0,0,0,0,2615913,4330,48628670,48633000
1960,ITA,100000,46291600,0,0,90154,46481754,0,0,0,39002,39002,0,0,0,0,0,0,24234,24234,0,0,1567,1567,0,0,0,0,3899,0,0,0,0,0,3645325,4219,50195781,50200000
1965,ITA,90000,46827480,0,0,92827,47010307,0,0,0,38177,38177,0,0,0,0,0,0,33808,33808,0,0,1793,1793,0,0,0,0,4070,0,0,0,0,0,5023736,109,52111891,52112000
1970,ITA,80000,47363360,0,0,95500,47538860,0,0,0,37352,37352,0,0,0,0,0,0,43381,43381,0,0,2018,2018,0,0,0,0,4241,0,0,0,0,0,6184148,12000,53810000,53822000
1975,ITA,70000,47970020,0,0,104013,48144033,0,0,0,38126,38126,0,0,0,0,0,0,182536,182536,0,0,2059,2059,0,0,0,0,4420,0,0,0,0,0,6710432,359394,55081606,55441000
1980,ITA,70000,48576680,0,0,112527,48759207,0,0,0,38900,38900,0,0,0,0,0,0,321691,321691,0,0,2100,2100,0,0,0,0,4600,0,0,0,0,0,7236716,70786,56363214,56434000
1985,ITA,50000,48683340,0,0,121040,48854380,0,0,0,38629,38629,0,0,0,0,0,0,460845,460845,0,0,3100,3100,0,0,0,0,4800,0,0,0,0,0,7763000,16246,57124754,57141000
1990,ITA,0,48540000,0,0,129553,48669553,0,0,0,38359,38359,0,0,0,0,0,0,600000,600000,0,0,4100,4100,0,0,0,0,5000,0,0,0,41000,1800,8282664,18524,57642476,57661000
1995,ITA,0,47580000,0,0,138067,47718067,0,0,0,38088,38088,0,0,0,0,0,0,640000,640000,0,0,6233,6233,0,0,0,0,4941,0,0,0,42416,1902,8802329,47024,57253976,57301000
2000,ITA,252535,48703300,0,0,0,48955835,0,0,0,30200,30200,0,0,0,0,0,0,950063,950063,0,0,60338,60338,0,0,0,0,0,0,0,0,0,0,7200000,101564,57196436,57298000
2005,ITA,358000,49988000,0,0,0,50346000,0,0,0,30000,30000,0,0,0,0,0,0,1000000,1000000,0,0,60000,60000,0,75000,0,0,0,0,0,0,0,0,6500000,596000,58011000,58607000
2010,ITA,0,47858795,0,0,160086,48018881,0,0,0,39000,39000,0,0,0,0,0,0,700000,700000,0,0,8831,8831,0,7923,24193,0,5123,0,0,0,46270,2117,11300000,330886,60152338,60483224
1995,SNM,0,22431,0,0,368,22799,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,197,0,0,0,0,0,1750,249,24751,25000
2000,SNM,0,25650,0,0,0,25650,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,245,0,0,0,0,0,1000,100,26900,27000
2005,SNM,0,29450,0,0,0,29450,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,281,0,0,0,0,0,1200,63,30937,31000
2010,SNM,0,27038,0,0,1050,28088,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,296,0,0,0,0,0,3450,704,31840,32544
1965,MLT,130,314310,95,2900,0,317435,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,83,0,0,0,0,0,1376,6,318994,319000
1970,MLT,209,296990,100,2990,1015,301304,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,1494,2,302998,303000
1975,MLT,334,294880,105,2995,3280,301594,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,120,0,0,0,0,0,1621,565,303435,304000
1980,MLT,460,311040,110,3000,5544,320154,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,140,0,0,0,0,0,1747,1859,322141,324000
1985,MLT,555,324000,115,2150,7807,334627,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,180,0,0,0,0,0,1874,3224,336776,340000
1990,MLT,650,338000,120,1300,10070,350140,0,0,0,50,50,0,0,0,0,0,0,1250,1250,0,0,0,0,0,40,0,0,220,0,0,0,0,0,2000,300,353700,354000
1995,MLT,760,350450,118,1189,12524,365041,0,0,0,53,53,0,0,0,0,0,0,1093,1093,0,0,0,0,0,40,0,0,238,0,0,0,0,0,3906,629,370371,371000
2000,MLT,1469,369550,0,261,0,371280,0,0,0,97,97,0,0,0,0,0,0,728,728,0,0,9,9,0,0,0,0,29,0,0,0,0,0,7780,9077,379923,389000
2005,MLT,994,381021,0,2432,2838,387285,0,0,0,58,58,0,0,0,0,0,0,2838,2838,0,0,810,810,0,42,0,0,261,0,0,0,0,0,6500,6206,397794,404000
2010,MLT,4129,396394,119,991,0,401633,0,0,0,60,60,0,0,0,0,0,0,4122,4122,0,0,0,0,0,0,0,0,220,0,0,0,0,0,6200,676,412235,412911
1945,ALB,0,143053,226197,0,6154,375404,0,0,0,589,589,0,0,0,0,0,0,744990,744990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,716,1121284,1122000
1950,ALB,0,135000,270000,0,5000,410000,0,0,0,501,501,0,0,0,0,0,0,799500,799500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997,2,1214998,1215000
1955,ALB,0,127400,303500,0,4072,434972,0,0,0,426,426,0,0,0,0,0,0,857998,857998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82740,2864,1376136,1379000
1960,ALB,0,119200,330000,0,3138,452338,0,0,0,351,351,0,0,0,0,0,0,916497,916497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241650,164,1610836,1611000
1965,ALB,0,112200,384600,0,2203,499003,0,0,0,275,275,0,0,0,0,0,0,974995,974995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392700,3027,1866973,1870000
1970,ALB,530,163400,424400,0,1269,589599,0,0,0,200,200,0,0,0,0,0,0,1033493,1033493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512640,68,2135932,2136000
1975,ALB,810,214400,483200,0,2741,701151,0,0,0,255,255,0,0,0,0,0,0,1091992,1091992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607600,2,2400998,2401000
1980,ALB,1100,265000,534000,0,14213,814313,0,0,0,310,310,0,0,0,0,0,0,1150490,1150490,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,702720,167,2669833,2670000
1985,ALB,3050,325270,532260,0,20685,881265,0,0,0,307,307,0,0,0,0,0,0,1271510,1271510,0,0,0,0,0,0,0,0,3228,0,0,0,0,0,797760,2930,2954070,2957000
1990,ALB,5000,423280,520960,0,27158,976398,0,0,0,305,305,0,0,0,0,0,0,1367520,1367520,0,0,0,0,0,0,0,0,4456,0,0,0,0,0,892800,14521,3241479,3256000
1995,ALB,5037,505260,505260,0,33630,1049187,0,0,0,302,302,0,0,0,0,0,0,1948860,1948860,0,0,0,0,0,0,0,0,5683,0,0,0,0,0,604338,630,3608370,3609000
2000,ALB,0,249040,466950,0,0,715990,0,0,0,300,300,1958077,93390,0,0,0,0,0,2051467,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,340000,243,3112757,3113000
2005,ALB,0,402519,408460,0,26500,837479,0,0,0,299,299,1843870,87942,0,0,0,0,0,1931812,0,0,0,0,0,0,0,0,6912,0,0,0,0,0,345200,20298,3121702,3142000
2010,ALB,0,419535,223686,0,42000,685221,0,0,0,0,0,1917315,95865,0,0,0,0,0,2013180,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,481586,8538,3186987,3195525
2010,MNG,1200,21624,453696,0,1482,478002,0,0,0,0,0,0,0,0,0,0,0,120289,120289,0,0,119,119,0,0,0,0,0,0,0,0,0,0,28400,2707,626810,629517
1995,MAC,1215,7405,1207150,0,337,1216107,0,0,0,956,956,0,0,0,0,0,0,658375,658375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87389,173,1962827,1963000
2000,MAC,520,7013,1311125,0,0,1318658,0,0,0,0,0,674499,0,0,0,0,0,0,674499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,843,2023157,2024000
2005,MAC,2884,23188,1288661,0,0,1314733,0,0,0,0,0,688931,0,0,0,0,0,0,688931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34537,299,2038201,2038500
2010,MAC,5248,39363,1266197,0,0,1310808,0,0,0,0,0,703363,0,0,0,0,0,0,703363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39075,3371,2053246,2056617
1995,CRO,27233,3595130,425727,0,140835,4188925,0,0,0,810,810,0,0,0,0,0,0,85130,85130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341728,52407,4616593,4669000
2000,CRO,11918,3934814,197538,0,10653,4154923,0,0,0,498,498,57231,0,0,0,0,0,0,57231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200800,59548,4413452,4473000
2005,CRO,13523,3876063,196930,0,12017,4098533,0,0,0,526,526,61127,0,0,0,0,0,0,61127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225400,56414,4385586,4442000
2010,CRO,15129,3817311,196323,0,13382,4042145,0,0,0,553,553,65023,0,0,0,0,0,0,65023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,66440,4357721,4424161
1945,YUG,138922,4897200,6785501,0,146048,11967671,0,0,0,68405,68405,0,0,0,0,0,0,1549371,1549371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187200,67353,14772647,14840000
1950,YUG,148000,5383000,7001664,0,168376,12701040,0,0,0,27298,27298,0,0,0,0,0,0,1796480,1796480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716330,104852,16241148,16346000
1955,YUG,157671,5553523,7217828,0,194117,13123139,0,0,0,25617,25617,0,0,0,0,0,0,2083000,2083000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207394,79850,17439150,17519000
1960,YUG,180000,5991786,7603190,0,219859,13994835,0,0,0,23937,23937,0,0,0,0,0,0,2201696,2201696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180575,957,18401043,18402000
1965,YUG,285561,6430050,7988553,0,245600,14949764,0,0,0,22256,22256,0,0,0,0,0,0,2320392,2320392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190756,1832,19483168,19485000
1970,YUG,391123,6759433,8373915,1171,271341,15796983,0,0,0,20575,20575,0,0,0,0,0,0,2439088,2439088,0,0,0,0,0,0,0,0,585,0,0,0,0,1463,2110938,1368,20369632,20371000
1975,YUG,310061,7088817,8759278,785,299370,16458311,0,0,0,14337,14337,0,0,0,0,0,0,2557784,2557784,0,0,0,0,0,0,0,0,739,0,0,0,0,1497,2236119,83213,21268787,21352000
1980,YUG,229000,7518200,9244640,400,327399,17319639,0,0,0,8100,8100,0,0,0,0,0,0,2676480,2676480,0,0,0,0,0,0,0,0,893,0,0,0,0,1532,2243300,54056,22249944,22304000
