year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
1985,YUG,232330,7499680,9349600,350,355427,17437387,0,0,0,6300,6300,0,0,0,0,0,0,2755920,2755920,0,0,0,0,0,0,0,0,1046,0,0,0,0,1566,2908000,13781,23110219,23124000
1990,YUG,235660,7381206,9355764,300,383456,17356386,0,0,0,5576,5576,0,0,0,0,0,0,2837717,2837717,0,0,0,0,0,0,0,0,1200,0,0,0,0,1600,3572700,42821,23775179,23818000
1995,YUG,185470,421880,6855550,343,421880,7885123,0,0,0,4852,4852,0,0,0,0,0,0,2003930,2003930,0,0,0,0,0,0,0,0,1467,0,0,0,0,1837,632820,16971,10530029,10547000
2000,YUG,111602,583193,9041563,0,21389,9757747,0,0,0,1113,1113,289072,51012,0,0,0,0,0,340084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470000,71056,10568944,10640000
2005,YUG,81603,426432,6611218,0,15639,7134892,0,0,0,814,814,211370,37300,0,0,0,0,0,248670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343665,51959,7728041,7780000
2010,YUG,72336,362228,6169170,0,49007,6652741,0,0,0,586,586,192200,33917,0,0,0,0,0,226117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385000,28546,7264444,7292990
1995,BOS,179360,717440,1390040,0,0,2286840,0,0,0,423,423,1793600,0,0,0,0,0,16451,1810051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222174,164512,4319488,4484000
2000,BOS,158880,595800,1231320,0,0,1986000,0,0,0,1037,1037,1588800,0,0,0,0,0,0,1588800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302000,94163,3877837,3972000
2005,BOS,98558,584684,1303943,0,0,1987185,0,0,0,1028,1028,1654753,0,0,0,0,0,0,1654753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,34,3842966,3843000
2010,BOS,38237,573569,1376566,0,0,1988372,0,0,0,1019,1019,1720707,0,0,0,0,0,0,1720707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112000,1697,3822098,3823795
2010,KOS,0,38306,25748,0,0,64054,0,0,0,0,0,0,0,0,0,0,0,1657720,1657720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10238,1860,1732012,1733872
1995,SLV,19711,1491000,59133,0,210992,1780836,0,0,0,330,330,0,0,0,0,0,0,47700,47700,0,0,0,0,0,0,0,0,480,0,0,0,0,0,142635,16019,1971981,1988000
2000,SLV,16315,1500000,62500,0,1897,1580712,0,0,0,100,100,48019,0,0,0,0,0,0,48019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201766,155403,1830597,1986000
2005,SLV,18426,1407188,51787,0,948,1478349,0,0,0,152,152,54815,0,0,0,0,0,0,54815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347328,120356,1880644,2001000
2010,SLV,20537,1314376,41074,0,0,1375987,0,0,0,205,205,61611,0,0,0,0,0,0,61611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492891,123020,1930694,2053714
1945,GRC,6684,28784,7179550,0,3424,7218442,0,0,0,8500,8500,0,0,0,0,0,0,73000,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7299942,7300000
1950,GRC,7034,28430,7399969,0,4438,7439871,0,0,0,6325,6325,0,0,0,0,0,0,112665,112665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,7018,7558982,7566000
1955,GRC,15017,47453,7771584,0,9791,7843845,0,0,0,6062,6062,0,0,0,0,0,0,110332,110332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848,1913,7964087,7966000
1960,GRC,23000,66477,8100200,0,15144,8204821,0,0,0,5800,5800,0,0,0,0,0,0,108000,108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7574,805,8326195,8327000
1965,GRC,30825,70500,8298000,0,17496,8416821,0,0,0,4799,4799,0,0,0,0,0,0,119068,119068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9301,11,8549989,8550000
1970,GRC,37650,73167,8519210,0,18849,8648876,0,0,0,3799,3799,0,0,0,0,0,0,125136,125136,0,0,0,0,0,0,0,0,200,0,0,0,0,0,11000,3989,8789011,8793000
1975,GRC,76475,60833,8685120,0,45118,8867546,0,0,0,3849,3849,0,0,0,0,0,0,132068,132068,0,0,0,0,0,0,0,0,250,0,0,0,0,0,17513,25774,9021226,9047000
1980,GRC,94300,48500,9257280,3000,64386,9467466,0,0,0,3900,3900,0,0,0,0,0,0,134000,134000,0,0,0,0,0,0,0,0,300,0,0,0,0,0,20000,17334,9625666,9643000
1985,GRC,58050,53750,9437300,3225,83655,9635980,0,0,0,5250,5250,0,0,0,0,0,0,150000,150000,0,0,0,0,0,0,0,0,410,0,0,0,0,0,90000,52360,9881640,9934000
1990,GRC,21800,59000,9520000,3450,150310,9754560,0,0,0,6600,6600,0,0,0,0,0,0,202500,202500,0,0,0,0,0,0,0,0,520,0,0,0,0,0,160000,36820,10124180,10161000
1995,GRC,0,66347,9826760,0,128651,10021758,0,0,0,6009,6009,0,0,0,0,0,0,235000,235000,0,0,0,0,0,0,0,0,348,0,0,0,0,0,189449,1436,10452564,10454000
2000,GRC,78063,48607,10050000,0,0,10176670,0,0,0,4860,4860,200000,20000,0,0,0,0,0,220000,0,0,0,0,0,0,0,0,243,0,0,0,0,0,190000,53227,10591773,10645000
2005,GRC,80420,50000,10450000,0,0,10580420,0,0,0,5500,5500,210000,30000,0,0,0,0,0,240000,0,0,0,0,0,0,0,0,300,0,0,0,0,2000,250000,25780,11078220,11104000
2010,GRC,81979,50969,10550000,0,0,10682948,0,0,0,5648,5648,240000,32000,0,0,0,0,0,272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295000,63692,11255596,11319288
1960,CYP,0,0,452000,0,0,452000,0,0,0,0,0,0,0,0,0,0,0,105000,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,557000,573000
1965,CYP,0,6650,447557,0,19793,474000,0,0,0,0,0,0,0,0,0,0,0,112000,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,586000,591000
1970,CYP,3086,6282,443114,5901,0,458383,0,0,0,30,30,0,0,0,0,0,0,113363,113363,0,0,0,0,0,0,0,0,197,0,0,0,0,0,10848,21179,582821,604000
1975,CYP,5133,6791,453737,5450,0,471111,0,0,0,60,60,0,0,0,0,0,0,114727,114727,0,0,0,0,0,0,0,0,298,0,0,0,0,0,11874,11930,598070,610000
1980,CYP,7150,7000,462360,5000,0,481510,0,0,0,90,90,0,0,0,0,0,0,116090,116090,0,0,0,0,0,0,0,0,400,0,0,0,0,0,12900,10,610990,611000
1985,CYP,5465,7650,477345,4300,0,494760,0,0,0,120,120,0,0,0,0,0,0,128000,128000,0,0,0,0,0,0,0,0,550,0,0,0,0,0,15100,8470,638530,647000
1990,CYP,3750,8000,490330,3600,0,505680,0,0,0,150,150,0,0,0,0,0,0,129390,129390,0,0,0,0,0,0,0,0,700,0,0,0,0,0,17300,27780,653220,681000
1995,CYP,3690,8999,503314,3132,0,519135,0,0,0,145,145,0,0,0,0,0,0,155523,155523,0,0,0,0,0,0,0,0,758,0,0,0,0,0,24928,32511,700489,733000
2000,CYP,0,11436,542000,5606,0,559042,0,0,0,141,141,175000,0,0,0,0,0,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,11817,774183,786000
2005,CYP,0,12959,558500,5145,0,576604,0,0,0,144,144,169999,0,0,0,0,0,0,169999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33028,18225,779775,798000
2010,CYP,0,14481,575000,4683,12510,606674,0,0,0,147,147,164999,0,0,0,0,0,0,164999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26056,16082,797876,813958
1945,BUL,7789,38825,5900535,0,862,5948011,0,0,0,43336,43336,0,0,0,0,0,0,935418,935418,0,0,39,39,0,0,0,0,0,0,0,0,0,0,11545,1651,6938349,6940000
1950,BUL,15271,40000,6000000,0,8508,6063779,0,0,0,11022,11022,0,0,0,0,0,0,806000,806000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370045,154,7250846,7251000
1955,BUL,23607,67715,5883450,0,14760,5989532,0,0,0,8511,8511,0,0,0,0,0,0,760435,760435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739545,977,7498023,7499000
1960,BUL,45243,79430,5866900,0,19550,6011123,0,0,0,6000,6000,0,0,0,0,0,0,714870,714870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133046,1961,7865039,7867000
1965,BUL,56878,82010,5700350,0,14340,5853578,0,0,0,6498,6498,0,0,0,0,0,0,824435,824435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506546,9943,8191057,8201000
1970,BUL,84900,84900,5818500,0,9130,5997430,0,0,0,6996,6996,0,0,0,0,0,0,934000,934000,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1535046,16428,8473572,8490000
1975,BUL,61607,86417,6130000,0,26598,6304622,0,0,0,6998,6998,0,0,0,0,0,0,1043030,1043030,0,0,0,0,0,0,0,0,240,0,0,0,0,0,1329123,36987,8684013,8721000
1980,BUL,58000,88620,6528800,0,44065,6719485,0,0,0,7000,7000,0,0,0,0,0,0,1152060,1152060,0,0,0,0,0,0,0,0,380,0,0,0,0,0,970200,12875,8849125,8862000
1985,BUL,53000,87100,6328450,0,52533,6521083,0,0,0,5600,5600,0,0,0,0,0,0,1131177,1131177,0,0,0,0,0,0,0,0,520,0,0,0,0,0,1188601,113019,8846981,8960000
1990,BUL,80000,75000,6650000,0,79000,6884000,0,0,0,4200,4200,0,0,0,0,0,0,1110295,1110295,0,0,0,0,0,0,0,0,660,0,0,0,0,0,907003,84842,8906158,8991000
1995,BUL,45872,74060,6455100,0,54909,6629941,0,0,0,4053,4053,0,0,0,0,0,0,1092780,1092780,0,0,0,0,0,0,0,0,658,0,0,0,0,0,625404,53164,8352836,8406000
2000,BUL,0,0,6876100,0,0,6876100,0,0,0,3907,3907,879258,119898,0,0,0,0,0,999156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,20837,8204163,8225000
2005,BUL,21000,32059,6350000,0,0,6403059,0,0,0,2953,2953,899629,85949,0,0,0,0,0,985578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340837,7573,7732427,7740000
2010,BUL,42000,64119,6100000,0,0,6206119,0,0,0,2000,2000,920000,52000,0,0,0,0,0,972000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356674,6764,7536793,7543557
1995,MLD,78800,0,4043640,0,0,4122440,0,0,0,50299,50299,0,0,0,0,0,0,31819,31819,0,0,0,0,0,0,0,0,711,0,0,0,0,328,141920,483,4347517,4348000
2000,MLD,0,0,4125000,0,0,4125000,0,0,0,65700,65700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,39300,4340700,4380000
2005,MLD,69832,53717,3194592,0,0,3318141,0,0,0,7500,7500,64119,0,0,0,0,0,0,64119,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,390000,38459,3781541,3820000
2010,MLD,100000,95500,2730000,0,0,2925500,0,0,0,3900,3900,128238,0,0,0,0,0,0,128238,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,500000,958,3561200,3562158
1945,ROM,820800,957600,11217600,0,0,12996000,0,0,0,131707,131707,0,0,0,0,0,0,163540,163540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324182,64571,13615429,13680000
1950,ROM,1030000,1111083,13375020,0,0,15516103,0,0,0,138795,138795,0,0,0,0,0,0,179421,179421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469330,7351,16303649,16311000
1955,ROM,1025000,1159236,14081865,0,0,16266101,0,0,0,146264,146264,0,0,0,0,0,0,196844,196844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708608,7183,17317817,17325000
1960,ROM,1020000,1207389,14788710,0,0,17016099,0,0,0,143132,143132,0,0,0,0,0,0,214267,214267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987887,41615,18361385,18403000
1965,ROM,1015000,1250542,15365555,0,0,17631097,0,0,0,140000,140000,0,0,0,0,0,0,231689,231689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000165,24049,19002951,19027000
1970,ROM,1010000,1303694,16202400,0,0,18516094,0,0,0,110000,110000,0,0,0,0,0,0,249112,249112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1376443,1351,20251649,20253000
1975,ROM,1005000,1351847,16823200,0,0,19180047,0,0,0,90000,90000,0,0,0,0,0,0,200816,200816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1735722,38415,21206585,21245000
1980,ROM,1000000,1400000,17398340,200,0,19798540,0,0,0,65000,65000,0,0,0,0,0,0,152520,152520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985000,199940,22001060,22201000
1985,ROM,1160294,1280971,18200000,275,0,20641540,0,0,0,40000,40000,0,0,0,0,0,0,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992500,10960,22714040,22725000
1990,ROM,1220589,1161942,18797670,350,0,21180551,0,0,0,9670,9670,0,0,0,0,0,0,45928,45928,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,1965000,4151,23202849,23207000
1995,ROM,1290860,1139146,19016327,0,0,21446333,0,0,0,8217,8217,0,0,0,0,0,0,61592,61592,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,1150260,12764,22668236,22681000
2000,ROM,1282970,1057013,19575956,0,68938,21984877,0,0,0,7500,7500,67257,0,0,0,0,0,0,67257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,37366,22289634,22327000
2005,ROM,1301467,1017661,19088601,0,0,21407729,0,0,0,8500,8500,76128,0,0,0,0,0,0,76128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260000,47643,21752357,21800000
2010,ROM,1319965,978310,18601247,0,0,20899522,0,0,0,9500,9500,85000,0,0,0,0,0,0,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,89160,21344022,21433182
1945,RUS,3778175,1702127,54026558,2448,0,59509308,0,0,0,4043462,4043462,0,0,0,0,0,0,25578947,25578947,0,0,723549,723549,0,0,0,0,484,0,0,0,0,1289198,85877000,278052,177021948,177300000
1950,RUS,3857122,1900000,55656656,2107,0,61415885,0,0,0,3907628,3907628,0,0,0,0,0,0,26000000,26000000,0,0,754514,754514,0,0,0,0,877,0,0,0,0,1228112,86668696,99288,179975712,180075000
1955,RUS,3937719,2350000,59468100,1813,0,65757632,0,0,0,3776357,3776357,0,0,0,0,0,0,28500000,28500000,0,0,786804,786804,0,0,0,0,1586,0,0,0,0,1169920,95989444,177257,195981743,196159000
1960,RUS,4020000,2700000,63779543,1519,0,70501062,0,0,0,3645085,3645085,0,0,0,0,0,0,30000000,30000000,0,0,819093,819093,0,0,0,0,2296,0,0,0,0,1111729,106310192,1939543,212389457,214329000
1965,RUS,4104000,2938000,67090987,1224,0,74134211,0,0,0,3513814,3513814,0,0,0,0,0,0,30074250,30074250,0,0,851383,851383,0,0,0,0,3005,0,0,0,0,1053537,115630940,5674860,225261140,230936000
1970,RUS,4188000,3176000,70402430,930,0,77767360,0,0,0,3382543,3382543,0,0,0,0,0,0,30148500,30148500,0,0,883672,883672,0,0,0,0,3714,0,0,0,0,995345,124951688,4634178,238132822,242767000
1975,RUS,4272000,3414000,67748287,715,0,75435002,0,0,0,3251271,3251271,0,0,0,0,0,0,30222750,30222750,0,0,800254,800254,0,0,0,0,4157,0,0,0,0,697672,136526617,7531277,246937723,254469000
1980,RUS,4356000,3652000,65094143,500,0,73102643,0,0,0,3120000,3120000,0,0,0,0,0,0,30297000,30297000,0,0,716836,716836,0,0,0,0,4600,0,0,0,0,400000,148101547,9741374,255742626,265484000
1985,RUS,4440000,3890000,62440000,1650,0,70771650,0,0,0,2987095,2987095,0,0,0,0,0,0,31360000,31360000,0,0,633418,633418,0,0,0,0,9800,0,0,0,0,633333,159676476,11262228,266071772,277334000
1990,RUS,4525619,4143510,59894076,2800,0,68566005,0,0,0,2854190,2854190,0,0,0,0,0,0,28541901,28541901,0,0,550000,550000,0,0,0,0,15000,0,0,0,850,866667,171251405,8697982,272646018,281344000
1995,RUS,1189565,1477740,29554800,3053,0,32225158,0,0,0,897498,897498,0,0,0,0,0,0,14777400,14777400,0,0,552705,552705,0,0,0,0,17418,0,0,0,893,1100000,93097620,5105308,142668692,147774000
2000,RUS,2053384,1078026,102853800,0,0,105985210,0,0,0,622175,622175,20570760,0,0,0,0,0,0,20570760,0,0,1796711,1796711,0,0,0,0,0,0,0,0,0,0,17800000,159144,146774856,146934000
2005,RUS,2000000,1050000,100179800,0,0,103229800,0,0,0,606000,606000,20035960,0,0,0,0,0,0,20035960,0,0,1750000,1750000,0,0,0,0,0,0,0,0,0,0,17200000,292240,142821760,143114000
2010,RUS,2096758,1100798,102500000,0,0,105697556,0,0,0,194000,194000,16482000,0,0,0,0,0,0,16482000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,26444,142373556,142400000
1995,EST,275944,0,159264,0,212059,647267,0,0,0,1622,1622,0,0,0,0,0,0,3982,3982,0,0,487,487,0,487,0,0,536,0,0,0,0,0,794845,34774,1449226,1484000
2000,EST,209768,7150,181893,13,2191,401015,0,0,0,3200,3200,1726,0,0,0,0,0,0,1726,0,0,774,774,0,190,0,0,53,36,0,0,0,1342,760000,227664,1168336,1396000
2005,EST,179537,6330,201046,25,3641,390579,0,0,0,2450,2450,1863,0,0,0,0,0,0,1863,0,0,1087,1087,0,275,9,0,56,106,0,0,36,3122,842500,103917,1242083,1346000
2010,EST,149306,5510,220199,36,5090,380141,0,0,0,1700,1700,2000,0,0,0,0,0,0,2000,0,0,1401,1401,0,361,19,0,59,176,0,0,73,4902,925000,24142,1315832,1339974
1995,LAT,402560,578680,377400,0,535,1359175,0,0,0,10389,10389,0,0,0,0,0,0,6108,6108,0,0,121,121,0,723,0,0,0,0,0,0,0,292,1132200,6992,2509008,2516000
2000,LAT,414852,500424,370314,0,0,1285590,0,0,0,6005,6005,300,0,0,0,0,0,0,300,0,0,100,100,0,500,0,0,0,0,0,0,0,0,1050000,14505,2342495,2357000
2005,LAT,471530,500000,352843,0,0,1324373,0,0,0,6100,6100,380,0,0,0,0,0,0,380,0,0,87,87,0,127,0,0,0,0,0,0,0,0,950000,19933,2281067,2301000
2010,LAT,787002,541646,438210,54,5457,1772369,0,0,0,6000,6000,320,0,0,0,0,0,0,320,0,0,167,167,0,205,0,0,45,0,0,0,0,0,450000,13712,2229106,2242818
1995,LIT,39451,2813400,197259,0,122774,3172884,0,0,0,5681,5681,0,0,0,0,0,0,7614,7614,0,0,788,788,0,631,0,0,298,0,0,0,0,144,520100,6860,3708140,3715000
2000,LIT,35573,2899414,178295,0,2324,3115606,0,0,0,5500,5500,3012,0,0,0,0,0,0,3012,0,0,429,429,0,279,0,0,0,0,0,0,0,1337,475000,68837,3601163,3670000
2005,LIT,31485,2732144,170565,0,1162,2935356,0,0,0,5750,5750,2869,0,0,0,0,0,0,2869,0,0,214,214,0,139,0,0,0,0,0,0,0,668,450000,19004,3394996,3414000
2010,LIT,27397,2564874,162836,0,0,2755107,0,0,0,6000,6000,2727,0,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505000,52198,3268834,3321032
1995,UKR,1004723,3407116,34828360,0,620792,39860991,0,0,0,242562,242562,0,0,0,0,0,0,995335,995335,0,0,19335,19335,0,4969,8281,0,264,0,0,0,634,7453,10135400,1776,51275224,51277000
2000,UKR,1009120,3481464,37135616,0,0,41626200,0,0,0,151368,151368,353192,0,0,0,0,0,0,353192,0,0,50456,50456,0,0,0,0,0,0,0,0,0,50456,8200000,24328,50431672,50456000
2005,UKR,700873,701775,30650352,0,7650750,39703750,0,0,0,143162,143162,393000,0,0,0,0,0,0,393000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,81088,47739912,47821000
2010,UKR,874104,184021,34826145,0,3312394,39196664,0,0,0,67000,67000,456000,0,0,0,0,0,0,456000,0,0,46005,46005,0,0,0,0,0,0,0,0,0,0,6200000,39807,45965669,46005476
1995,BLR,102810,1439340,4934880,0,682862,7159892,0,0,0,29500,29500,0,0,0,0,0,0,15000,15000,0,0,1329,1329,0,0,0,0,103,0,0,0,0,0,2950000,125176,10155824,10281000
2000,BLR,100280,1061795,4457440,0,370000,5989515,0,0,0,27350,27350,0,0,0,0,0,0,16000,16000,0,0,664,664,0,0,0,0,51,0,0,0,0,0,4200000,2420,10233580,10236000
2005,BLR,97750,684250,3980000,0,130500,4892500,0,0,0,25200,25200,0,0,0,0,0,0,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4822500,17800,9757200,9775000
2010,BLR,111798,670788,4611671,0,0,5394257,0,0,0,12000,12000,0,0,0,0,0,0,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900595,164648,9325852,9490500
1995,ARM,0,269285,3000000,0,19242,3288527,0,0,0,706,706,0,0,0,0,0,0,8316,8316,0,0,210,210,0,0,0,0,1504,0,0,0,0,0,459000,737,3758263,3759000
2000,ARM,41617,197137,3174571,0,3285,3416610,0,0,0,821,821,0,0,0,0,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0,38332,0,60000,3487,3516513,3520000
2005,ARM,22379,119888,2897398,0,14986,3054651,0,0,0,599,599,0,0,0,0,0,0,850,850,0,0,0,0,0,0,0,0,199,0,0,0,39962,0,110000,11739,3206261,3218000
2010,ARM,0,0,3073754,0,12900,3086654,0,0,0,565,565,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,42195,0,112300,3067,3242714,3245781
1995,GRG,15187,37940,4472110,0,56711,4581948,0,0,0,19753,19753,0,0,0,0,0,0,595870,595870,0,0,0,0,0,0,0,0,1684,0,0,0,0,0,216680,1065,5415935,5417000
2000,GRG,0,39744,4366872,0,0,4406616,0,0,0,13750,13750,458374,0,0,0,0,0,0,458374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75800,13460,4954540,4968000
2005,GRG,15200,35860,3800000,0,0,3851060,0,0,0,12875,12875,434000,0,0,0,0,0,0,434000,0,0,0,0,0,0,0,0,0,0,0,0,0,11130,175000,15935,4484065,4500000
2010,GRG,60401,31977,3432208,0,28424,3553010,0,0,0,12000,12000,440787,0,0,0,0,0,0,440787,0,0,0,0,0,0,0,0,0,0,0,0,0,22261,390000,34336,4418058,4452394
1995,AZE,2681,47,282529,1397,4783,291437,0,0,0,22951,22951,1990861,4747438,0,0,0,0,0,6738299,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,430898,2154,7484846,7487000
2000,AZE,4200,0,225059,0,7200,236459,0,0,0,12500,12500,2784240,4176360,0,0,0,0,0,6960600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455000,69441,7664559,7734000
2005,AZE,5000,0,220000,0,3500,228500,0,0,0,10000,10000,2819712,5236608,0,0,0,0,0,8056320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,22180,8369820,8392000
2010,AZE,3200,0,215000,0,0,218200,0,0,0,8000,8000,1289285,7305949,0,0,0,0,0,8595234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,51181,8996434,9047615
1945,FIN,3663720,1109,65789,9,8067,3738694,0,0,0,1517,1517,0,0,0,0,0,0,570,570,0,0,0,0,0,0,0,0,1373,0,0,0,0,0,77534,312,3819688,3820000
1950,FIN,3808550,1446,68153,0,10535,3888684,0,0,0,1506,1506,0,0,0,0,0,0,640,640,0,0,0,0,0,0,0,0,1399,0,0,0,0,0,112252,4519,4004481,4009000
1955,FIN,3953133,1784,62540,84,13758,4031299,0,0,0,1494,1494,0,0,0,0,0,0,710,710,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,155465,44607,4190393,4235000
1960,FIN,4089699,2121,60936,121,16981,4169858,0,0,0,1483,1483,0,0,0,0,0,0,781,781,0,0,0,0,0,0,0,0,1451,0,0,0,0,0,198679,57748,4372252,4430000
1965,FIN,4226264,2458,59332,158,20204,4308416,0,0,0,1471,1471,0,0,0,0,0,0,851,851,0,0,0,0,0,0,0,0,1476,0,0,0,0,0,241892,9894,4554106,4564000
1970,FIN,4260550,2795,59878,195,0,4323418,0,0,0,1460,1460,0,0,0,0,0,0,921,921,0,0,0,0,0,0,0,0,1502,0,0,0,0,0,248724,29975,4576025,4606000
1975,FIN,4282299,3133,56532,233,0,4342197,0,0,0,1475,1475,0,0,0,0,0,0,930,930,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,310926,53471,4657529,4711000
1980,FIN,4311560,3470,52580,270,0,4367880,0,0,0,1490,1490,0,0,0,0,0,0,940,940,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,372840,34350,4745650,4780000
1985,FIN,4357878,3604,49020,220,0,4410722,0,0,0,1370,1370,0,0,0,0,0,0,4370,4370,0,0,0,0,0,0,0,0,2269,0,0,0,0,0,441180,42089,4859911,4902000
1990,FIN,4377708,4801,54846,170,0,4437525,0,0,0,1250,1250,0,0,0,0,0,0,7800,7800,0,0,2000,2000,0,0,0,0,2037,0,0,0,1100,0,508572,25716,4960284,4986000
1995,FIN,4382664,5999,56188,0,0,4444851,0,0,0,1241,1241,0,0,0,0,0,0,12181,12181,0,0,2677,2677,0,0,0,0,1806,0,0,0,1176,0,618068,26000,5082000,5108000
2000,FIN,4404776,7196,56936,0,0,4468908,0,0,0,1232,1232,0,0,0,0,0,0,16563,16563,0,0,3354,3354,0,0,0,0,1574,0,0,0,1253,0,667704,15412,5160588,5176000
2005,FIN,4364672,0,57706,0,0,4422378,0,0,0,1249,1249,0,0,0,0,0,0,23712,23712,0,0,4879,4879,0,0,0,0,1642,0,0,0,3903,0,771162,17075,5228925,5246000
2010,FIN,4199939,0,59002,0,0,4258941,0,0,0,1277,1277,0,0,0,0,0,0,24245,24245,0,0,4988,4988,0,0,0,0,1674,0,0,0,3991,0,890650,178142,5185766,5363908
1945,SWD,6404458,0,0,0,0,6404458,0,0,0,13880,13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199200,22462,6617538,6640000
1950,SWD,6657000,0,0,0,0,6657000,0,0,0,14094,14094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352350,23556,7023444,7047000
1955,SWD,6919500,4000,0,0,0,6923500,0,0,0,14311,14311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290480,33709,7228291,7262000
1960,SWD,7182000,29000,0,0,0,7211000,0,0,0,14527,14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224400,30073,7449927,7480000
1965,SWD,7371210,35500,0,0,0,7406710,0,0,0,14744,14744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309360,3186,7730814,7734000
1970,SWD,7540420,50000,20000,0,0,7610420,0,0,0,14960,14960,0,0,0,0,0,0,2453,2453,0,0,300,300,0,0,0,0,1496,0,0,0,0,0,402150,11221,8031779,8043000
1975,SWD,7555280,74117,35000,0,0,7664397,0,0,0,15430,15430,0,0,0,0,0,0,5226,5226,0,0,6368,6368,0,0,0,0,1698,0,0,0,0,0,491580,8301,8184699,8193000
1980,SWD,7550140,92353,68400,3200,0,7714093,0,0,0,15900,15900,0,0,0,0,0,300,7700,8000,0,0,12436,12436,0,0,0,0,1900,0,0,0,0,0,551700,5971,8304029,8310000
